SEX,AGE,EMOT,WHEN,LONG,INTS,ERGO,TROPHO,TEMPER,EXPRES,MOVE,EXP1,EXP2,EXP10,PARAL,CON,EXPC,PLEA,SELF,RELA,VERBAL,Field1
1,21,6,2,3,2,1,2,0,0,0,0,0,0,0,3,1,3,1,0,0,6
1,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2,28,6,3,3,2,4,1,1,2,0,0,0,0,1,1,2,3,1,1,2,6
1,20,6,4,1,2,3,0,2,1,0,0,0,0,0,1,1,3,2,2,2,6
2,20,6,3,3,3,1,1,2,0,1,0,0,1,0,2,2,3,1,2,1,6
2,20,6,4,3,3,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,6
2,22,6,4,2,1,1,0,0,1,0,0,0,0,1,3,3,3,1,2,0,6
1,23,6,4,1,2,0,0,0,0,0,0,0,0,0,1,1,3,0,1,3,6
1,20,6,3,4,2,1,0,0,1,0,0,0,0,0,3,1,3,1,1,0,6
2,21,6,3,1,3,3,0,2,2,1,1,0,0,0,3,1,3,2,0,2,6
2,20,6,4,4,3,1,1,0,1,1,0,0,0,1,3,1,3,0,0,0,6
2,21,6,4,4,4,1,1,2,0,1,0,0,0,1,3,1,3,1,1,1,6
1,31,6,4,4,4,0,0,0,0,0,0,0,0,0,3,1,3,1,2,0,6
2,19,6,4,4,4,2,0,2,1,0,0,0,0,0,2,1,3,1,0,0,6
1,21,6,3,4,4,3,0,2,0,0,0,0,0,2,3,1,3,1,3,0,6
2,21,6,3,4,3,1,2,0,4,1,0,1,0,0,1,2,3,1,2,0,6
1,27,6,1,2,1,1,0,2,0,1,0,0,0,0,2,1,2,2,3,1,6
2,35,6,4,4,4,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,6
2,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1,19,6,3,1,1,0,0,2,0,1,0,0,0,0,2,1,3,2,2,0,6
2,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1,20,6,3,3,3,0,1,0,3,1,1,0,0,1,3,1,3,1,2,3,6
2,26,6,3,1,2,0,0,0,1,0,1,0,0,0,2,1,3,1,2,1,6
1,20,6,3,1,2,1,0,0,0,1,0,0,0,0,3,1,3,3,2,0,6
2,28,6,4,0,1,0,0,0,0,0,0,0,0,0,1,1,1,2,2,0,6
2,18,6,3,3,2,2,1,0,2,0,0,1,0,0,1,1,3,1,1,0,6
2,24,6,4,2,3,0,1,0,0,0,0,0,0,0,3,3,3,1,0,0,6
1,33,6,4,4,3,0,0,0,0,0,0,0,0,0,2,1,3,1,2,0,6
2,19,6,3,3,3,1,0,2,2,0,1,0,0,1,2,1,2,1,2,0,6
1,21,6,4,4,4,2,1,1,2,1,0,0,0,0,3,1,3,2,1,0,6
1,21,6,2,4,2,0,0,0,2,0,0,0,0,0,2,2,3,1,1,1,6
1,20,6,4,3,2,1,0,0,0,1,0,0,0,0,0,1,3,1,2,0,6
2,20,6,1,2,1,0,0,2,1,0,1,0,0,0,1,1,3,2,2,0,6
2,21,6,4,4,4,0,0,0,0,0,0,0,0,0,3,1,3,0,1,0,6
2,34,6,3,3,2,2,0,1,2,0,0,0,0,1,2,2,3,1,1,3,6
2,20,6,4,4,3,1,1,2,0,0,0,0,0,0,3,2,2,1,1,0,6
2,24,6,4,4,4,1,0,2,1,0,0,0,0,2,1,1,3,3,2,2,6
1,33,6,4,1,2,1,1,0,0,0,0,0,0,0,2,1,2,1,0,0,6
2,24,6,2,4,4,2,0,2,3,0,1,0,0,1,1,1,3,3,0,2,6
2,20,6,4,4,4,1,1,2,1,0,0,1,0,0,1,3,3,1,2,2,6
2,19,6,4,2,1,1,0,0,1,0,0,0,0,0,2,1,3,1,2,0,6
2,20,6,3,4,4,3,0,0,0,1,0,0,0,0,1,1,3,1,2,0,6
1,24,6,4,4,3,3,0,0,3,1,0,1,0,1,3,2,3,1,2,2,6
2,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1,21,6,2,3,3,2,1,0,1,0,1,0,0,0,2,1,3,1,0,0,6
2,20,6,3,1,3,1,0,1,0,1,0,0,0,0,3,2,3,1,1,0,6
2,20,6,4,4,4,0,1,0,0,0,0,0,0,0,3,1,2,2,2,2,6
2,18,6,2,4,3,0,0,2,0,0,0,0,0,0,1,2,3,1,2,0,6
2,20,6,4,4,3,1,1,2,1,0,0,1,0,0,2,1,3,1,0,0,6
2,25,6,4,4,4,3,2,2,1,0,0,0,0,1,3,1,3,2,2,2,6
1,24,6,2,2,2,0,0,0,0,0,0,0,0,0,1,2,3,1,1,0,6
2,19,6,2,1,2,1,1,2,2,0,0,0,0,1,2,2,3,0,1,3,6
2,18,6,3,4,2,1,1,0,1,0,0,0,0,0,2,1,3,1,1,2,6
2,19,6,4,3,4,2,0,2,2,0,0,0,0,0,1,3,3,2,2,0,6
1,22,6,2,1,2,1,1,1,2,1,1,0,0,0,2,2,3,1,1,3,6
2,26,6,4,4,2,0,1,0,1,0,1,0,0,0,2,1,3,2,3,0,6
2,22,6,4,3,2,2,0,2,0,1,0,0,0,0,3,3,3,1,1,0,6
0,23,6,4,3,2,0,0,0,1,0,0,0,0,0,1,1,0,1,2,1,6
1,20,6,3,3,4,1,0,0,3,1,0,0,0,3,2,1,3,1,1,1,6
2,20,6,1,2,2,2,1,2,1,0,0,0,0,1,2,1,3,1,1,0,6
2,19,6,2,1,4,1,0,0,1,0,0,0,0,0,1,1,3,1,0,2,6
2,30,6,4,3,2,0,0,0,0,0,0,0,0,0,1,1,3,1,3,1,6
1,21,6,3,4,4,0,0,0,0,1,0,0,0,0,2,1,3,1,2,3,6
2,28,6,3,3,3,1,1,1,0,0,0,0,0,0,3,0,0,1,0,0,6
2,20,6,4,4,2,0,0,0,1,1,0,0,0,0,2,1,3,1,2,0,6
1,23,6,4,4,3,1,0,1,0,0,0,0,0,1,3,2,3,1,2,1,6
2,21,6,2,3,1,2,0,0,1,1,0,0,0,0,3,1,2,2,0,0,6
1,21,6,4,4,3,2,0,1,1,1,0,1,0,0,3,1,3,1,1,0,6
2,24,6,4,4,4,0,0,2,0,0,0,0,0,0,3,2,3,1,1,1,6
1,21,6,1,3,3,1,1,2,1,0,0,0,0,0,1,2,3,1,2,3,6
1,23,6,4,3,4,4,1,1,2,1,0,0,0,0,3,1,3,1,1,0,6
1,27,6,4,2,4,2,0,2,0,0,0,0,0,0,0,3,3,1,2,0,6
1,23,6,3,4,2,2,0,0,1,1,0,0,1,3,2,1,3,1,1,2,6
1,23,6,1,1,1,0,0,0,0,1,0,0,0,0,2,1,3,2,2,0,6
2,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2,24,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1,27,6,4,4,4,1,1,0,3,1,1,1,0,0,2,1,1,1,1,0,6
1,22,6,4,4,3,3,0,0,0,1,0,0,0,0,2,1,3,3,3,2,6
1,20,6,4,4,3,0,1,0,1,1,1,0,0,0,3,2,3,2,3,2,6
2,20,6,1,2,3,1,0,2,1,0,1,0,0,0,3,2,3,2,0,1,6
2,21,6,4,2,4,0,0,2,0,1,0,0,0,1,3,2,3,1,0,0,6
2,22,6,3,4,2,1,1,2,1,1,0,1,0,0,3,1,2,1,1,2,6
1,20,6,2,3,3,1,0,0,1,0,0,0,0,0,2,2,3,1,1,1,6
2,18,6,4,4,4,4,1,2,2,0,0,0,1,2,3,1,3,1,2,2,6
2,19,6,4,1,4,1,0,2,0,0,0,0,0,0,2,1,3,2,1,1,6
2,24,6,2,1,2,0,0,0,1,0,0,0,0,1,2,2,2,2,2,0,6
1,28,6,3,3,3,1,1,0,0,1,0,0,0,0,3,1,3,1,3,0,6
2,22,6,4,4,4,4,0,0,2,1,0,0,0,1,2,1,3,1,3,2,6
2,30,6,2,1,1,1,0,0,2,0,0,0,0,0,1,1,3,2,2,2,6
2,21,6,1,1,1,0,0,0,2,1,1,0,0,0,2,2,2,2,2,0,6
1,22,6,4,2,3,2,0,2,2,0,0,0,0,0,2,2,3,3,2,1,6
2,19,6,3,2,3,3,1,0,1,1,0,0,0,1,1,1,3,1,2,3,6
2,19,6,2,4,2,2,1,0,0,1,0,0,0,1,2,1,3,1,0,0,6
2,28,6,4,4,2,1,1,0,1,0,0,0,0,0,2,2,2,0,2,0,6
1,21,6,2,1,2,4,0,0,2,0,1,0,0,0,1,2,1,1,3,2,6
1,24,6,4,4,4,2,2,1,3,1,0,1,0,1,2,1,3,3,1,0,6
1,22,6,3,1,1,0,0,0,1,0,1,0,0,0,2,2,1,2,2,1,6
2,21,6,4,4,4,3,0,1,1,0,0,1,0,0,2,1,3,1,1,2,6
1,19,6,4,1,1,1,0,2,1,1,0,0,0,0,2,1,3,2,2,1,6
1,20,6,4,2,2,0,0,0,0,1,0,0,0,0,1,2,3,1,1,1,6
1,28,6,4,4,2,0,0,0,1,1,0,0,0,0,3,1,3,2,1,0,6
2,21,6,4,4,3,2,0,0,1,0,0,0,0,0,3,1,3,1,0,0,6
1,31,6,3,3,3,0,0,0,0,0,0,0,0,0,3,1,3,1,2,0,6
2,19,6,3,1,2,1,0,2,0,1,0,0,0,0,3,1,3,1,2,0,6
1,21,6,4,1,2,1,0,0,1,0,0,0,0,0,3,1,3,2,2,2,6
1,25,6,4,4,3,0,0,2,1,0,0,0,0,0,1,1,3,1,2,2,6
2,20,6,1,1,2,2,1,2,1,0,0,0,0,2,2,1,3,0,1,2,6
2,22,6,1,3,2,2,1,0,2,0,0,1,0,2,2,2,3,1,1,3,6
1,21,6,1,4,2,3,0,0,1,0,0,0,0,1,2,1,3,3,2,0,6
2,22,6,3,2,2,0,1,0,0,0,0,0,0,0,2,0,3,2,2,1,6
2,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1,21,6,2,3,3,0,1,2,1,0,0,0,0,0,1,1,3,2,2,0,6
1,23,6,4,4,4,0,0,0,2,0,0,0,0,0,0,1,3,0,1,0,6
1,22,6,3,3,1,0,0,0,0,1,0,0,0,0,1,2,3,1,2,0,6
2,20,6,2,2,3,0,0,2,0,1,0,0,0,0,2,0,3,2,2,1,6
2,18,6,3,3,3,0,0,2,1,0,1,0,0,0,2,2,3,2,2,2,6
2,19,6,3,2,1,3,0,1,2,1,0,1,1,0,2,2,3,1,2,2,6
2,21,6,4,1,2,0,0,0,1,0,0,0,0,0,1,1,3,2,2,0,6
1,32,6,4,4,4,0,1,0,0,0,0,0,0,1,3,2,3,1,1,0,6
1,20,6,2,3,2,0,0,0,1,0,0,0,0,0,0,1,3,0,1,1,6
2,34,6,4,2,3,0,0,0,1,0,0,0,0,0,2,1,3,1,0,0,6
2,21,6,2,2,2,2,0,0,0,0,0,0,0,0,2,1,3,2,2,2,6
1,19,6,3,1,1,0,0,2,1,0,0,0,0,0,2,1,3,2,2,0,6
1,30,6,4,2,2,0,0,2,1,0,0,0,0,0,0,1,2,0,0,0,6
1,24,6,3,1,1,0,0,0,1,0,1,0,0,0,3,1,3,2,2,0,6
1,21,6,4,2,3,2,0,2,3,1,0,0,0,0,3,2,3,1,1,0,6
1,32,6,3,4,2,0,0,0,1,0,0,0,0,0,2,1,3,0,1,1,6
1,21,6,3,1,2,2,0,0,1,0,0,0,0,0,3,1,3,2,2,0,6
2,20,6,3,1,2,1,0,0,0,0,0,0,0,0,3,1,3,2,2,0,6
1,21,6,3,2,2,0,0,2,0,0,0,0,0,1,2,2,3,1,2,0,6
1,22,6,4,3,3,1,0,0,0,0,0,0,1,1,1,2,3,1,2,0,6
2,20,6,2,3,2,0,0,2,1,0,1,0,0,0,3,2,1,3,3,3,6
1,21,6,4,1,3,0,0,0,0,0,0,0,0,0,3,1,3,1,2,2,6
2,23,6,1,2,1,2,0,0,1,0,0,0,0,0,3,1,3,2,2,1,6
1,30,6,4,4,4,3,1,2,0,1,0,0,0,2,0,1,3,1,0,0,6
2,20,6,1,1,2,1,0,2,2,0,0,0,0,2,1,2,3,2,2,2,6
2,21,6,3,3,3,0,1,0,0,0,0,0,0,0,2,1,2,1,0,0,6
2,27,6,4,4,3,4,2,1,2,1,0,1,0,0,1,1,3,1,1,1,6
2,23,6,4,4,4,2,1,1,2,0,0,1,0,0,3,1,3,1,3,0,6
1,20,6,3,4,3,0,0,0,0,0,0,0,1,0,3,1,3,1,2,0,6
2,21,6,4,4,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,6
1,23,6,4,3,3,1,1,2,0,0,0,0,0,1,0,3,1,2,3,0,6
1,24,6,3,3,2,3,1,0,2,0,0,0,0,0,3,1,3,2,2,0,6
2,31,6,2,1,1,0,0,2,1,0,0,0,0,1,3,1,3,1,1,3,6
1,26,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1,21,6,2,3,3,2,0,2,1,0,0,0,0,1,2,1,2,0,2,1,6
2,20,6,3,3,3,0,0,0,0,0,0,0,1,0,1,2,3,1,3,0,6
1,22,6,3,1,1,0,0,0,1,0,0,0,0,0,2,1,3,2,2,1,6
2,20,6,1,1,2,0,0,2,1,0,1,0,0,1,3,2,3,3,3,0,6
2,19,6,4,1,2,3,0,2,2,1,0,0,0,0,2,1,3,2,0,1,6
2,18,6,4,1,2,4,1,2,1,0,0,0,0,0,3,1,3,1,1,0,6
1,22,6,4,3,3,0,0,0,1,0,0,0,0,0,1,1,3,2,1,0,6
2,35,6,2,4,4,0,0,2,1,0,1,0,0,0,2,1,2,2,2,1,6
2,32,6,4,3,2,0,0,0,0,0,0,0,0,0,3,1,3,1,1,1,6
1,21,6,3,4,2,0,0,0,0,0,0,0,1,0,3,1,3,1,2,0,6
1,21,6,1,1,1,0,0,2,1,0,0,0,0,0,2,2,3,2,3,1,6
2,20,6,1,1,2,1,0,2,1,0,0,0,0,0,2,1,3,2,2,0,6
1,24,6,1,4,4,2,2,1,2,1,0,0,0,3,3,1,3,1,1,2,6
1,18,6,1,4,4,1,2,1,1,0,0,1,0,0,2,1,2,1,2,3,6
2,25,6,4,1,2,1,0,2,2,0,1,0,0,0,2,1,3,0,2,0,6
2,29,6,1,1,2,0,1,0,1,0,0,0,0,0,1,1,3,2,2,2,6
2,19,6,1,1,2,1,0,1,1,0,0,0,0,0,2,1,1,2,3,3,6
1,20,6,3,1,3,2,1,2,2,0,1,0,0,1,3,3,3,1,2,2,6
2,26,6,4,3,3,3,0,2,0,1,0,0,0,0,3,1,3,2,1,0,6
2,21,6,4,1,2,1,0,2,3,0,0,0,0,0,0,1,3,2,2,1,6
2,19,6,1,4,4,3,2,2,2,1,0,1,0,0,3,1,3,1,1,0,6
2,20,6,2,4,2,0,0,0,1,0,0,0,0,1,1,1,3,2,1,3,6
1,21,6,4,1,2,0,0,2,1,0,0,0,0,0,2,2,3,0,2,0,6
2,22,6,3,4,3,3,0,0,0,0,0,0,0,1,3,3,3,1,1,0,6
2,20,6,2,4,3,0,0,2,1,0,1,0,0,0,2,1,0,2,0,2,6
1,21,6,4,4,4,0,0,2,1,0,0,0,0,1,3,1,3,1,1,0,6
2,21,6,2,3,3,0,1,0,0,0,0,0,0,1,3,0,3,1,3,0,6
2,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2,21,6,3,1,3,1,0,2,0,0,0,0,0,0,3,1,3,1,2,0,6
2,22,6,1,3,2,0,0,0,1,1,0,0,0,0,0,1,3,1,1,0,6
2,21,6,2,1,3,2,2,2,0,0,0,0,0,0,3,1,3,1,2,0,6
1,20,6,3,1,1,2,0,0,2,0,0,0,0,1,2,2,3,2,1,2,6
1,25,6,3,4,1,0,0,2,3,0,0,0,0,0,3,1,3,1,1,3,6
2,35,6,1,3,2,1,0,2,0,0,0,0,0,0,1,1,3,1,1,3,6
2,20,6,1,1,1,2,0,2,2,0,1,0,0,0,3,1,3,3,2,3,6
1,21,6,3,4,3,2,0,0,1,0,0,0,0,0,2,1,3,1,1,0,6
2,23,6,4,4,2,1,1,2,2,0,0,0,0,1,1,1,3,2,2,3,6
1,19,6,2,1,3,1,0,2,2,0,1,0,0,1,2,2,3,1,2,0,6
2,34,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1,35,6,4,3,3,0,0,2,1,0,0,0,0,0,0,2,3,1,1,3,6
1,22,6,4,4,3,2,1,0,1,0,0,1,0,0,1,1,3,1,1,1,6
2,19,6,4,1,3,0,0,2,1,0,1,0,0,0,2,1,3,0,0,1,6
2,19,6,3,1,1,1,0,0,1,0,0,1,0,0,0,2,1,0,0,2,6
2,28,6,1,1,1,0,0,2,1,0,0,0,0,0,2,2,3,2,2,1,6
1,23,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2,19,6,3,3,3,0,1,0,0,0,0,0,1,0,3,2,3,1,1,0,6
2,20,6,1,3,4,3,1,2,1,1,0,0,0,0,2,1,3,1,0,1,6
1,21,6,3,1,2,2,1,2,1,0,0,0,0,1,2,2,3,2,2,1,6
2,28,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2,20,6,3,1,3,4,1,2,3,0,0,0,0,1,3,2,2,1,2,0,6
2,19,6,1,3,2,0,1,0,1,0,1,0,0,0,3,1,3,0,2,0,6
1,27,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1,20,6,4,1,3,0,0,2,0,0,0,0,0,0,3,2,3,1,1,0,6
1,21,6,3,1,2,1,1,1,0,0,0,0,0,0,3,2,2,3,1,0,6
1,25,6,3,1,2,2,0,2,2,1,0,0,0,0,3,1,3,2,1,1,6
1,21,6,3,1,2,2,0,2,1,0,0,0,0,0,3,1,2,0,2,2,6
2,23,6,2,3,3,2,0,0,1,1,0,1,0,0,3,1,3,1,3,0,6
2,22,6,4,1,3,0,0,2,0,0,0,0,0,0,2,1,3,2,3,0,6
1,20,6,4,1,1,0,1,1,1,0,0,0,0,0,3,1,2,1,1,0,6
1,29,6,4,4,3,0,0,0,2,1,1,0,0,0,2,1,3,2,2,0,6
2,23,6,4,4,3,1,0,2,0,1,0,0,0,0,3,1,3,0,0,0,6
1,22,6,4,4,4,0,1,2,0,0,0,0,0,0,2,1,3,1,1,0,6
1,22,6,3,1,1,1,0,2,1,1,0,0,0,0,3,2,2,2,0,2,6
2,21,6,3,4,2,1,1,2,1,0,0,1,0,0,3,2,3,1,1,0,6
2,19,6,1,1,4,0,1,0,1,0,0,0,0,0,2,1,3,1,0,3,6
2,21,6,3,1,1,0,0,0,0,0,0,0,0,0,3,3,3,1,0,0,6
2,26,6,1,3,1,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,6
2,20,6,3,4,3,2,2,2,3,1,0,1,0,0,1,2,3,1,1,0,6
1,19,6,4,1,1,0,0,0,2,0,0,0,0,0,3,1,3,2,2,1,6
1,21,6,2,1,2,0,1,0,1,0,1,0,0,0,2,1,2,2,2,1,6
1,32,6,4,2,2,0,1,0,1,0,0,0,0,0,1,1,3,2,1,3,6
2,22,6,3,4,3,1,0,2,0,1,0,0,0,0,3,1,3,1,2,1,6
1,19,6,3,4,4,3,1,1,3,1,0,1,0,1,3,1,2,1,2,1,6
2,25,6,3,0,4,2,1,0,4,0,1,1,0,0,2,1,3,0,0,0,6
1,20,6,3,3,4,3,0,0,0,0,0,0,0,0,3,1,3,2,1,0,6
1,23,6,2,1,2,0,0,2,0,1,0,0,0,0,3,0,3,2,2,0,6
2,24,6,2,1,2,2,1,2,2,0,0,0,0,0,3,1,3,1,2,0,6
2,18,6,3,1,1,0,1,2,1,0,1,0,0,0,1,1,3,2,2,0,6
1,20,6,1,1,1,3,0,2,2,0,1,0,0,1,2,2,2,2,2,2,6
1,27,6,3,4,3,0,1,0,0,0,0,0,0,0,3,1,3,2,2,1,6
1,21,6,4,2,2,3,1,2,2,0,0,0,0,0,3,1,3,1,2,1,6
2,33,6,3,1,2,1,0,2,2,0,0,0,0,0,1,1,2,1,1,1,6
1,23,6,4,4,1,0,0,0,0,1,0,0,0,0,3,1,3,1,2,0,6
2,32,6,3,3,4,3,0,1,0,1,0,0,0,0,2,1,3,1,1,0,6
2,20,6,1,1,3,1,1,2,1,1,0,0,0,0,3,1,3,2,1,3,6
1,22,6,3,4,3,1,0,0,0,0,0,0,0,0,1,1,3,2,2,0,6
1,34,6,2,2,2,0,0,0,0,0,0,0,0,0,2,1,3,2,2,1,6
1,19,6,1,1,1,2,0,0,0,0,0,0,0,0,2,3,0,1,2,0,6
1,21,6,4,3,1,0,1,0,1,0,0,0,0,0,3,2,2,2,2,0,6
1,19,6,1,1,2,2,0,0,2,1,0,0,0,0,1,3,3,1,1,3,6
2,25,6,4,4,4,2,1,2,1,1,0,0,0,0,3,2,3,1,1,0,6
2,22,6,1,3,2,0,0,0,0,0,0,0,0,0,3,2,3,1,0,0,6
1,19,6,4,4,4,0,0,0,0,0,0,0,0,0,3,1,3,3,2,0,6
1,30,6,4,4,4,1,1,2,1,0,0,1,0,0,3,1,3,1,0,0,6
1,18,6,3,4,3,2,2,2,0,0,0,0,0,0,3,1,1,3,1,0,6
1,20,6,1,1,1,0,0,1,1,0,1,0,0,0,2,1,3,2,1,0,6
1,30,6,4,2,2,0,1,0,0,0,0,0,0,0,2,1,3,2,2,0,6
1,23,6,4,4,4,1,0,1,1,1,0,1,0,0,3,1,3,1,0,0,6
1,19,6,4,4,3,3,1,2,1,1,0,0,0,1,3,1,3,1,1,0,6
1,30,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1,19,6,4,2,3,1,0,0,0,1,0,0,0,0,3,3,3,2,2,0,6
2,22,6,4,3,4,2,2,2,1,0,0,0,1,0,3,1,3,2,2,0,6
2,23,6,3,1,2,3,0,0,2,1,0,0,0,0,1,1,2,2,2,3,6
1,21,6,4,1,2,2,0,0,0,1,0,0,0,0,3,1,2,1,2,0,6
2,21,6,2,4,2,0,0,2,1,0,1,0,0,0,2,1,3,1,1,0,6
2,34,6,4,3,2,0,0,0,0,0,0,0,0,0,3,0,3,1,1,0,6
2,19,6,4,1,3,2,0,0,2,0,0,0,0,2,3,1,3,1,2,0,6
1,21,6,1,1,1,1,0,0,2,1,1,0,0,0,3,1,2,2,2,2,6
1,22,6,3,3,3,1,0,0,1,0,0,0,0,0,1,1,3,2,0,3,6
2,19,6,4,1,2,2,0,2,2,0,1,0,0,0,3,1,2,2,2,0,6
2,19,6,3,3,3,3,0,2,0,1,0,0,0,0,3,3,3,2,2,0,6
2,32,6,2,2,3,2,0,2,0,0,0,0,0,0,2,2,3,1,2,3,6
1,30,6,2,2,3,2,0,0,1,0,0,0,0,0,1,2,3,3,3,1,6
2,19,6,4,4,2,0,1,0,1,0,0,0,0,1,2,1,3,1,3,2,6
1,21,6,1,2,1,0,0,0,1,0,0,1,0,0,0,2,2,1,2,0,6
2,23,6,4,3,2,0,1,0,1,0,0,0,0,0,2,2,3,2,2,0,6
1,35,6,2,2,3,1,0,0,0,0,0,0,0,0,1,3,3,2,1,3,6
2,22,6,4,4,3,2,0,0,0,0,0,0,1,0,3,1,3,1,1,0,6
1,22,6,4,3,2,0,0,0,0,0,0,0,0,0,2,1,3,1,2,3,6
2,20,6,4,3,2,3,0,0,0,1,0,0,0,0,1,2,2,2,2,3,6
2,24,6,4,1,3,0,1,1,0,0,0,0,0,0,1,1,3,2,2,0,6
2,20,6,1,1,1,2,0,2,0,0,0,0,0,1,1,0,3,2,2,0,6
1,24,6,3,2,2,1,0,0,1,0,0,0,0,0,2,2,3,2,2,2,6
1,20,6,4,4,2,0,0,0,0,1,0,0,0,0,1,1,3,1,2,0,6
1,20,6,3,3,4,0,0,0,0,0,0,0,0,0,3,2,3,0,1,1,6
1,20,6,2,3,2,1,0,2,0,0,0,0,0,0,3,1,3,1,2,0,6
1,19,6,4,3,2,2,2,2,1,1,1,0,0,0,3,1,3,0,0,0,6
1,21,6,4,4,2,1,0,2,0,0,0,0,0,0,2,1,2,2,2,0,6
2,20,6,1,1,2,0,0,2,1,0,0,0,0,0,3,1,2,1,0,0,6
2,33,6,4,4,3,1,0,2,0,0,0,0,0,0,3,1,3,1,1,3,6
1,22,6,3,3,3,3,1,0,1,0,0,0,0,0,2,1,3,3,3,1,6
2,30,6,3,4,2,0,0,0,1,0,0,0,0,0,1,2,3,0,3,3,6
1,22,6,4,2,3,0,0,0,2,1,0,0,0,1,3,1,3,1,1,0,6
2,33,6,3,2,3,1,0,1,0,0,0,0,0,0,3,1,3,1,3,1,6
2,21,6,4,4,4,0,1,0,0,0,0,0,0,0,3,2,3,1,1,0,6
1,23,6,4,1,2,0,0,0,0,0,0,0,0,0,3,1,3,2,1,0,6
2,20,6,1,1,3,1,0,2,3,0,1,0,0,0,3,2,2,2,2,1,6
1,22,6,3,3,3,0,1,2,2,1,0,0,0,1,2,1,3,1,1,0,6
2,24,6,4,1,2,0,1,2,1,0,0,0,0,0,2,1,3,1,1,0,6
2,22,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
1,20,6,4,4,3,2,0,2,0,0,0,0,0,0,3,1,3,1,2,0,6
1,20,6,3,4,3,0,0,0,1,0,0,0,0,0,3,1,3,1,1,0,6
1,30,6,3,2,3,1,1,1,0,1,0,0,0,0,1,2,3,1,3,0,6
1,26,6,4,4,4,1,0,1,0,1,0,0,0,1,3,2,3,1,2,0,6
1,29,6,4,4,2,0,0,0,0,0,0,0,0,0,3,1,3,1,2,0,6
2,22,6,3,3,1,2,0,2,1,1,0,0,1,1,3,2,1,3,2,1,6
1,19,6,4,3,1,0,0,0,1,0,0,0,0,0,3,1,3,1,2,0,6
2,23,6,4,3,3,2,1,2,1,0,1,0,0,1,2,1,2,3,2,1,6
1,25,6,4,4,4,3,1,2,2,0,1,0,0,0,3,1,3,0,1,0,6
2,20,6,2,1,2,0,0,2,1,0,0,0,0,1,3,1,3,2,2,1,6
2,33,6,1,1,3,2,0,0,1,0,0,0,0,0,1,1,3,1,2,3,6
1,23,6,4,4,3,0,0,0,0,0,0,0,0,0,2,1,3,1,0,0,6
1,21,6,4,2,2,2,0,0,0,1,0,0,0,0,1,2,3,1,1,0,6
2,21,6,1,3,2,3,0,2,1,0,0,0,0,1,3,1,3,2,2,0,6
1,20,6,4,4,3,0,0,0,0,1,0,0,0,0,3,1,3,3,2,0,6
1,24,6,4,1,1,0,0,0,1,0,0,0,0,0,2,1,3,2,2,1,6
2,19,6,4,4,3,0,0,0,2,0,0,0,0,0,3,1,3,2,2,1,6
1,22,6,4,4,2,1,0,0,0,1,0,0,1,0,1,1,2,1,1,1,6
1,26,6,2,1,1,0,0,0,1,0,1,0,0,0,1,1,3,2,2,2,6
1,22,6,2,3,3,1,1,0,2,1,0,0,0,0,3,2,3,1,2,0,6
2,20,6,2,1,3,0,0,1,0,1,0,0,0,0,1,1,3,2,3,0,6
2,19,6,3,4,1,3,1,2,1,1,0,1,0,1,2,3,3,0,3,0,6
1,20,6,3,4,3,1,0,0,0,0,0,0,0,0,1,1,2,2,2,3,6
2,22,6,2,1,2,1,0,2,2,1,0,0,0,1,3,1,3,2,0,2,6
2,23,6,1,3,2,1,0,0,1,0,0,0,0,0,1,3,3,1,1,3,6
1,20,6,4,4,4,1,0,0,0,1,0,0,0,0,3,1,3,1,1,0,6
2,24,6,2,3,2,3,0,2,1,0,0,0,0,0,3,1,3,2,2,0,6
2,19,6,2,1,1,0,0,2,1,0,0,0,0,0,3,0,3,2,2,1,6
